Subset,Sentence,error (by experts)
train,"Regresando a el tema de la película de   Los_Girasoles_Ciegos   , está una película que trata de la vida cotidiana de una familia española durante la posguerra o mejor dicho durante la época franquista .",Sí
train,soy estudiando lengua española hace 2 años y tengo mucho gusto por la lengua y literatura española .,Sí
train,"conocia unos nuevos amigos que están muy simpaticos , intelegentes y honestos .",Sí
train,Los tres están estudiantes y viven en nuestra casa .,Sí
train,estoy Juan_Mata Les escribo para quejar me de el estado malo de su servicio .,Sí
train,"Si compramos estas vacasiones con las vacasiones de otros años , pedo decir con seguridad que estuvieron las mejores .",Sí
train,Mis padres están mèdicos .,Sí
train,"Ella empiezó un proyecto muy unpopular entre los politicos reservados , que el gol está pasar una ley en congresos para controlar las maneras de comprar pistolas .",Sí
train,Nunca acuerdo a alguien a fumar en lugares publicos porque no está peligroso para el mismo sino para los que no fuman y que reciban una dosis de este mal olor,Sí
train,"está que no tengo dineros y quiero abrir un restaurante de pescado en el centro de la cuidad , sabes , al_lado_de   Chez_Merzouk   .",Sí
train,Lo interesante de la película está que a el psicoanalista no se le ve en ningún momento .,Sí
train,"Ahora quiero saber como puedo recuperar mi maleta donde hay todo lo que me necesito para este viaje , tambinn quiero saber si hay una indemnizacion porque como está vuestra culpa logicamente tiene la obligation de compensar me .",Sí
train,"estoy Po-Hsun , un turístico taiwanes .",Sí
train,"Tengo que poner la contraseña larguísima una y otra vez , lo que está verdaderamente una lata .",Sí
train,Gracias a Dios quien nos encontro estuvo mi hermano mayor rodrigo y todo que el hice fue hacer con que nos dos pidesemos perdón a los otros .,Sí
train,Gracias a Dios quien nos encontro fue mi hermano mayor rodrigo y todo que el hice estuvo hacer con que nos dos pidesemos perdón a los otros .,Sí
train,Ahora estudio en Instituto_Cervantes de pekìn . lo que màs me gusta de mi clase está que es amable y tinen una profesora muy bien .,Sí
train,están 3 personas en su familia : su madre y su padre .,Sí
train,"está la causa de muchas enfermedades resperatorias , cardiovasculares , oncologicas .",Sí
train,- Que están las condiciones para ser admitido ?,Sí
train,"El guión de la película está muy bueno , describe la vida en estas zonas donde el paro es importante , los traficos y los traficantes están los jefes y los jovenes trabajan por estos hombres .",Sí
train,"El guión de la película es muy bueno , describe la vida en estas zonas donde el paro está importante , los traficos y los traficantes están los jefes y los jovenes trabajan por estos hombres .",Sí
train,"En conclusión , creo que la prohibida de fumar en lugares públicos está una buena idea , dicha plan es el clave de el futro para mejorar el medioambiente y la salud de lós públicos .",Sí
train,"En conclusión , creo que la prohibida de fumar en lugares públicos es una buena idea , dicha plan está el clave de el futro para mejorar el medioambiente y la salud de lós públicos .",Sí
train,está un question deficil para me .,Sí
train,está interesante tambien comer platos tipicos de el pais .,Sí
train,"Entonces , en mí opiníon , está bueno que fumar en lugares públicos es prohibido para fromentar el bíen estar de todos .",Sí
train,"Me encantaron los uruguayos , están personas muy amables y receptivas .",Sí
train,"estoy un nuevo cliente de ustedes y el motivo de este correo es expresar le mi frustración con su servicio , tanto con la primera factura como los varios cortes de el servicio durante los primeros 30 días .",Sí
train,"Soy un nuevo cliente de ustedes y el motivo de este correo está expresar le mi frustración con su servicio , tanto con la primera factura como los varios cortes de el servicio durante los primeros 30 días .",Sí
train,estuvo una catastrofa y rapidamente empezo un accion immportante para descubrir los responsables .,Sí
train,estaría más divertido si estes aquí pero te veré a el fin de el verano .,Sí
train,¿ Cúales algunos ejemplos ? y ¿ Cómo está su colección de la literatura española en la biblioteca ?,Sí
train,soy segura que tus jefes y tus compañeros de trabajo tienen confianza en tu .,Sí
train,le preguntémos que estuvo lo que pasó . nos dejó toda la historia . que cuando empiezó a besar la .,Sí
train,su respuesta urgente está muy agradesca . .,Sí
train,"Bueno , esa está mi familia !",Sí
train,"Desgraciadamente , tengo que constatar que mi primera factura con su compañía está más alta de lo que me había prometido .",Sí
train,Los dos actores principales están Bourvil y Luis_De_Funés .,Sí
train,"Cuando personas speciales se murieron , no está posible olvidar los .",Sí
train,Los ingredientes que los cigarillos incluyen hoy_día hacen que está muy díficil dejar de fumar .,Sí
train,"Por eso , veo que su universidad está la ideal para mi .",Sí
train,"Mientras los propietarios teman que eso afectaría de manera negativa su actividad , los países que han aplicado esta ley han demostrado que no estuvo el caso .",Sí
train,"Yo he aceptado vuestra oferta porque pensaba que están muy serios en vuestro servicio y comportamiento , pero lástima , me he equivocado en ustedes , esto entra en la estafa y yo no tengo porque aceptar estas medidas",Sí
train,estoy irlandesa de Dublin .,Sí
train,soy esperando por su repuesta .,Sí
train,"Mis intereses académicos están varios : A mi me gusta mucho la literatura de el siglo 16 o 17 , y me interesa mucho tambien la historia latinoamerica .",Sí
train,"Eithne , mi esposa era muy contenta porque habla espnaol y estaba posible practicar mucho con la gente .",Sí
train,"Además de las discusiones , estuvieron creadas leyes para limitar las actividades de los fumantes en lugares públicos .",Sí
train,Aquel estuvo un buen encuentro con todos los compañeros de nuestra escuela ... ¡ Me he gustado muchísimo !,Sí
train,Y el ' unico deseo de el hermano mayor está que el detective encuentre a estos hombres .,Sí
train,"estoy Felipe , esta es mi familia , somos tres , mis padres y yo .",Sí
train,"Soy Felipe , esta está mi familia , somos tres , mis padres y yo .",Sí
train,"Soy Felipe , esta es mi familia , estamos tres , mis padres y yo .",Sí
train,"Ahora , mi deseo está continuar mis estudios en un programa de postgrado .",Sí
train,desgarrado en pedazos y re-pegado que está un doble de una carta en una basura por una mujer que llega a el servicio otros documentos .,Sí
train,"Pues esto está todo por esta vez , espero tu respuesta .",Sí
train,está algo muy desagradable .,Sí
train,Ustedes pueden responder a esse correo o llamar me ( mi número está 98765432 ) .,Sí
train,"Visto todo desarrolado arriba no está un cuento chino decir que fumar mata , y por eso que se deja de fumar .",Sí
train,Me llamo Vicky que hace poco traigo este trabajo que está muy bueno .,Sí
train,estaba una estudiante de intercambio en Panamá por un año entonces entiendo la vida en ámerica _ latina .,Sí
train,"estuvo una persona muy tranquila , a la que le gustaban las cosas simple de la vida , tenia cuidado de su casa , sus niños , disfrutaba y cocinaba muy bien .",Sí
train,"Furean iniciativas importantes , pues mucha gente empieza a fumar en la adolescencia , periodo de busca de identidad y contestación - el tabaco está utilizado para eso con frecuencia .",Sí
train,estoy porfesora de Alamen .,Sí
train,soy preparando una entrevista de un empresa famosa en el mundo .,Sí
train,"estoy estudiante diligente y trabajadora , intento hacer todo lo posible para brillar y tener éxito .",Sí
train,"estoy de sur de China , por eso me gusta arroz mucho .",Sí
train,soy buscando un programa que perdura un año completo ( o aún más tiempo ) para tener la oportunidad más amplió hacer mi investigación y también para entregar me completamente en la cultura y el idioma .,Sí
train,Otra escena está que el señor escribe cartas de amor para una chica que no conoce .,Sí
train,"estuvo una situación inesperada por su parte , porque no es posible que enagñen a sus clientes respecto_a su fama buena .",Sí
train,"Fue una situación inesperada por su parte , porque no está posible que enagñen a sus clientes respecto_a su fama buena .",Sí
train,Me han dicho que salvara el diez porciento comparado con la otra compañia y eso no está verdad .,Sí
train,Los padres están portugués que viven en la ciudad y son muy conservadores .,Sí
train,Los padres son portugués que viven en la ciudad y están muy conservadores .,Sí
train,"Pues , lo que sucede está que mi equipaje se perdió .",Sí
train,  La_piel_que_habito   está la última película de el director Pedro_Almodóvar y tiene actores como Antonio_Banderas y Elena_Anaya en los papeles principales .,Sí
train,soy sorprendido que después de una semana nadie de la Iberia ni de el aeropuerto me haya dado noticias sobre mi maleta .,Sí
train,soy escribiendo a tú porque querio decir unos favores .,Sí
train,"Silvster_Stalon , en esta película aparece como el de siempre , su nombre está   Jhonn   , como en los anteriores películas de   Rambo   con un carácter violento , matador , ... pero siempre en_busca_de el bien .",Sí
train,De verdad yo no se como podeis hacer nos pasar por esto con lo facil que está informar nos de el corte un dia antes .,Sí
train,"Considero que está una buena manera de aprender el idioma con diferentes acentos , también es una gran oportunidad de conocer diferentes culturas , por_lo_tanto tengo que aprovechar la .",Sí
train,"Considero que es una buena manera de aprender el idioma con diferentes acentos , también está una gran oportunidad de conocer diferentes culturas , por_lo_tanto tengo que aprovechar la .",Sí
train,"estuvo ella quien me presentó a los cantantes hispanos como Shakira , Enrique_Iglesías , Jennifer_López , Ricky_Martin y otros .",Sí
train,"Mis interesos académicos están el estudio de la lengua española , el conocimiento con la cultura , tradiciones y mentalidad de la gente española y me parece que la literatura es lo que puede ayudar me lograr todo esto .",Sí
train,"Mis interesos académicos son el estudio de la lengua española , el conocimiento con la cultura , tradiciones y mentalidad de la gente española y me parece que la literatura está lo que puede ayudar me lograr todo esto .",Sí
train,"Pero , todos otros regalos están una sopresa .",Sí
train,"Yo estoy Lúcia_Falcão_Barbosa , profesora de la Universidad_Federal_Rural_de_Pernambuco .",Sí
train,Mi carrera está Español .,Sí
train,"soy enfadada con la situation , con las personas que trabajan en su compañia y con la situation .",Sí
train,Una punto de un dicusion típica con esta tema está que las personas pueden tener la libertad a hacer lo que quieren .,Sí
train,"era muy nervioso , por eso no se dio_cuenta de que conducia a gran velocidad .",Sí
train,"soy en una escuela de comercio , tengo nuevos amigos y todo pasa bien .",Sí
train,Por_lo_tanto pasar todos los días en playas nuevas estuvo muy bueno para mí y unas vacaciones muy especiales y diferentes .,Sí
train,"Se quieres puedes acostar se , no está necesario esperar me .",Sí
train,está una verdadera fiebre .,Sí
train,"mis principales membros de mi familia están : mi madre , Beatrice_Chaoui , tiene 47 años .",Sí
train,está de origen espanol .,Sí
train,"está cocinero , trabaja en un restaurante quatro dias a la semana .",Sí
train,Son dificiles para meter pero está obvio que usted mitió y ahora no tengo nada de mis cosas en un pais donde no vivo y no conozco a nadie .,Sí
train,"Recuperé el equipaje una semana más tarde , para me estuvo muy tarde . ahora les pregunto a ustedes de indemnizar para lo que sucedi .",Sí
train,"estoy anabela_basili tengo 23 años , soy libanesa y tengo un profundo interes en las lenguas extranjeras .",Sí
train,"soy anabela_basili tengo 23 años , estoy libanesa y tengo un profundo interes en las lenguas extranjeras .",Sí
train,"Mi padre , Jeova , que como tu sabes está medico , y esta sempre trabajando mucho .",Sí
train,"Si esto está una molestia para ti , o no es posible para , di me lo y me arreglo de otro modo para buscar un alojamineto .",Sí
train,"Si esto es una molestia para ti , o no está posible para , di me lo y me arreglo de otro modo para buscar un alojamineto .",Sí
train,soy segura de que puedo desarrollar mis intereses con los cursos y seminarios de el programa .,Sí
train,Las cataratas de Iguazu forman una frontera entre Brazil y Argentina : está un lugar enorme en la selva misionaria .,Sí
train,"Los ambos protagonistas están muy famosos en el mundo cinematografico , han tenido papeles muy importantes , de diferentes temas , cuyos papeles tuvieron mucho exito .",Sí
train,"Los fumódromos como el proprio nombre hace notar , están lugares especialmente planeados para los fumantes , de_manera_que puedan fumar tranquilamente sin molestar a nadie , ni preocupar se en perjudicar la salud de terceros .",Sí
train,"Mi vacacione ultímo estuvo en el verano este año , visite mí madre y mís amigos en el estado donde nací , Colorado .",Sí
train,"Quiero saber cuantos meses duro este programa , cual están las condiciones de admision a este programa .",Sí
train,También en la oficina de la electricidad no podian ayudar me porque todas las ordenes estuvieron de su compaña .,Sí
train,está como si se vieramos obligado a fumar .,Sí
train,"está buena cocinera , siempre renova sus recetas .",Sí
train,"Por_supuesto , ellos me cantaron la canción de Cumpleaños_Feliz , lo cual me siento está muy inmemoriable y valorable .",Sí
train,"En primer y en segundo año de lenguas extranjeras applicadad estudio la historia y la litteratura Latinoamericana , que está muy diversa y rica .",Sí
train,¡ Toda esa situación está una total falta de respeto !,Sí
train,Las leyes están mucho importantes para mi trabajo .,Sí
train,soy viviendo en Porto_Alegre con mis padres .,Sí
validation,"Espero una resposta tuya , através_de mi email , que tu sabes cual es .",No
validation,Después presentan fotografias reales de como eran los dos personajes que empezaran con una relación de trabajo y terminaron con una gran amistad .,No
validation,Lo peor es que me enganharon desde el principio y lo siguen haciendo hasta ahora .,No
validation,"Además , el servicio que he recibido de ustedes es horrible , no estoy nada contenta .",No
validation,Pero en Rusia hay poco libros e información sobre esta era .,No
validation,"En la ocasión de el ocurrido hablé con las personas responsables por el equipaje en el Aeropuerto_de_Barajas , pero nadie fue hecho , y desde hace dos semanas no he recibido ningun tipo de dinero para cobrir mi prejuicio .",No
validation,El año pasado estuve diez meses en Madrid y me di_cuenta de que mi español mejoraba mucho y muy rápido .,No
validation,Cuando soy con ella reimos casi todo el tiempo y cuando hay una casualidad nos encontramos .,Sí
validation,Es una ciudad de bellas paisajes y tiene un pueblo muy acojedor .,No
validation,"Mi abuelo para 5 años no podía hacer nada , el fue un fuerte hombre que era 5'11 .",No
validation,"tu sabes amigo que yo estudio espanol aqui en una facultad llamada la facultad_de_idiomas_y_traduccion departamiento de espanol , y como sabes amigo que aqui es muy dificil encontrar algunos libros de espanol y si lo encuentras son muy caros .",No
validation,"Queremos una habitación para tres personas porque somos dos adultos y una niña de 6 años , con baño coñpartodo , aire conditionado y vista a el mar .",No
validation,Busco la manera de hacer que dejen de fumar y trato de convencer los que es inútil .,No
validation,Me encanta decir a ti que los todos son in plena forma .,Sí
validation,"Conto contigo , y si tu eres d´ acuerdo mandar me lo por mi correo electrónico que es morena26@live.fr .",Sí
validation,Mi madre es profesor de musica de niños .,No
validation,¿ Cuales son condiciones de admisión ?,No
validation,Me llamo Jad_S y soy un graduado de derecho y abogado .,No
validation,"Soy la señora Rafaela_Dominguez , vivo en Madrid C / san_Isidro 24 .",No
validation,espero que eres bien .,Sí
validation,"Me llamo xuechun , mi apllído ea_wang , me numbre español es sara . soy china de shanxi , tengo 19 años , Hablo chino , inglés y un poco de español .",No
validation,"La saga es mucho bien producida , con una fuerte estrategía de mercado .",Sí
validation,La película fuera procduzida con muchos efectos especiales .,No
validation,Estoy muy contento que vengas en unos dias Francia porque estoy muy triste sin tu .,No
validation,"Entonces , es muy simple , quiero una respuesta rápida para los problemas que pude encontrar , y me gustaría una compensación por el compartamiento intolerable de su colega la última vez .",No
validation,"Si es definitivamente perdida , solicito una indemnización ; el equipaje no vale mucho dinero solo pero había comprado muchos objetos de valor .",Sí
validation,"Otra hija se llama Pascale esta casada , vive en Lyon , tiene 3 hijos es ingeniera pero oy es ama de casa y tiene 39 años .",No
validation,Lo único que era positivo de esta anécdota es que mis amigos no hableron de esto a nadie .,No
validation,"Cómo soy muy diferente de ella en este aspecto , tengo aprendido mucho con su personalidad durante toda mi vida .",No
validation,"Sus actores que juegan el papel de los protagonisats importantes son , Rose_Howard , Michel_Warn y Eva_Charles .",No
validation,"Soy Anna-Maria , soy un nueva companera de trabajo !",No
validation,"Actualmente se desarrollen nuevos tipos de cigarros , como los cigarros electrónicos que están invadiendo nuestras vidas .",No
validation,"El verano pasado fue de viaje con mes amigos de WED_LAW , es un pueblo tiene un mar tan bonito me gostó mucho .",No
validation,"En el pasado , nadie sabe sobre los problemas que fumar poder en su vida como cancer , complicaciones de sus repiradores y la addición , pero ahora estas problemas son muy prevalente y un conocimiento común .",No
validation,"También , ¿ qué cosas están buscando por en los estudiantes que asisten en su programa ?",No
validation,"A_veces se devolvió hacia mí , tratando de ver lo que estaba leyendo .",No
validation,Inglaterra junto_con Estados_Unidos fueran las dos principales naciones responsables por vencer la segunda_guerra_mundial .,No
validation,Puedo añadir les que soy muy responsable com mis compromisos académicos .,No
validation,"Te estoy escribiendo para contar - te , como prometido , mis ultimas vacaciones .",No
validation,"También conocemos la ciudad de Alexandria , que está en el norte de el Egipto .",No
validation,"Me llamo yanyan , soy china , iré a Mardid para viaje de el negocio de 10_mayo_2018 a 15_mayo_2018 .",No
validation,Me podeís mandar las posibilidades de esta fecha o me digaís cuales son las disponibilidades en esta fecha concreta .,No
validation,"Queria a escribir te antes , pero es que estaba tan ocupada todos los dias , que no tenia tiempo para nada .",No
validation,Son medicamentos cuales me necesito cada dia .,No
validation,En mi habitacion es mucho luz y es dos ventanos grandes . tengo la cama pequña y es grande problema porque no duermo bueno .,No
validation,"Estoy en la universidad_de_Washington ahora y estoy estudiando el español , matemáticas , y filosofía .",No
validation,¿ Que son algunos de los condiciones de admisión y que es la duración de el programa ?,No
validation,"Últimamente el tema Fumar en lugares Públicos es muy popular entre la gente , y claro diferentes personas tienen diferentes opiniones , desde mi punto de vista , estoy tatalmente en_contra con este tema .",No
validation,Estoy muy descontenta con el trato recibido por la compañía .,No
validation,"Después_de algunos años eso se hizo posible , y el libro fue publicado , por_otro_lado , la justicia continuaba no permitiendo le una muerte provocada .",No
validation,Yo Soy Marroqui .,No
validation,Allá es prohibido fumar en cualquier lugar donde haya gente trabajando .,Sí
validation,"Yo me llamo Larbi , yo soy de Tanger , una hermosa ciudad en el norte de Marruecos .",No
validation,"Reste mi madre a casa , es un ama de casa , y es muy ocupado !",Sí
validation,El fumador activo es la persona que fume el cigarrillo o el narguile ... mientras_que el fumador pasivo es la persona que siente cerca de un fumador .,No
validation,Es muy importante porque mi jefe me promesó la evalvacíon .,No
validation,"Gabriel era un hombre fuerte con una personalidad muy amable , gracias_a su abuelo Santiago .",No
validation,Soy Chino .,No
validation,"soy muy coriosa y me gustan los desafios , me gusta conocer a la gente y deicuvrir cosas nuevas .",No
validation,"Soy brasileña , de Río_de_Janeiro , estudio en Instituto_Cervantes y estoy cambiando de centro de enseñanza .",No
validation,"Está casado , tiene hija , mi sabrina Nika .",No
validation,Esta es una pequeña biografia de mi amigo Aloísio .,No
validation,Me sorprende el hecho de que la primera factura haya sido muy alta .,No
validation,"Cuando llegó a el fin fue tomar algo , y un de los indígenas que estaba cercas de ellos em as escaleras preguntó en un muy bueno castellano onde ellos viviam .",No
validation,"Personalmente , estoy atraída por la cultura berebere desde siempre .",No
validation,Soy en_contra fumar en lugares públicos y apoyo la discusión racional de el tema y por la lucha de el cambio cultural .,Sí
validation,"Mi padre ha sido un bombero por mas que veinte años , y el ha hecho muchas cosas valientes en estas años .",No
validation,Es muy activa .,No
validation,"Mi quipaje es muy grande , el color es rojo y por encima pegó una foto muy grande de un coche azul claro de las series de animal .",No
test,"Fuie el viaje mas divertido de mi vida , en primero lugar porque estaba con la mujer de mi vida , y en segundo lugar porque por la primera vez hablaba español de manera natural .",No
test,Siempre les quería dar oportunidad hasta que me acabó la paciencia . sinceramente me siento engañado y y eso para es algo tan amargo que no lo soporto para que sepan ustedes .,No
test,"El primero día saló en el avión de aquí de la tarde , y llegó allí a las once_y_media , luego fue a el hotel que se llama Top_Capé y tuvo que dormir porque fue muy cansada .",Sí
test,"Tu sabes que no me interesa jugar o simplemente ver este deporte , pero ese juego fue maravilloso .",No
test,Mi equipaje es negro con accentos gris .,No
test,Ahora estoy en españa en mi segundo eramus .,No
test,Mi nobre es Sarah_Ludlam y yo soy su nuevo companñero de trabajo .,No
test,"Es de color rojo , pes 20 Kg y mi nombre aparece sobre la etiquita que lleva abajo .",No
test,"¿ El contenido es dividido en materias mensales , semestrales o anuales ?",Sí
test,YO SOY ABOGADA Y ESTUDIO PARA UNA CONVOCATORIA .,No
test,"En_cuanto_a la fotografia , musica etcetera , son cosas que no me traen la atencion , excepto cuando estan mal hechos , y luego supongo que eran de un nivel alto .",No
test,"Mis estudios favoritos ( y también los mas importantes ) han sido sobre la literatura cubana de el crímen , y mi tésis se trataba de las obras maestras de Leonardo_Padura_Fuentes .",No
test,"Además , no fuma solamente la persona que a el le gusta el cigarillo , pero también todos aquellos que están cerca y , tal_vez , sea algo que les molesten .",No
test,Vino y comida buena es un aficion muy importante para mí .,No
test,"Lo que mas , resulta que ha sido enganhada sobre el precio de gas y electricidad , no estoy despuesta para pagar una factura tan alta .",No
test,"Mis otros vacaciones no estuvieron tan interesantes , puede ser porque estas vacaciones pasé con mi amigo .",Sí
test,Es muy joven que mi madre .,No
test,"Es decir , aunque fumar es mala para la salud , estar alrededor_de los fumadores es peor .",No
test,"Me llama Dave_Levins y mi dirección es 123 , Avenida_Principal , Dublin 1 y el número de mi cuenta es 987654321 .",No
test,Era un buen lugar para relajar .,No
test,Soy aficionado por rock también .,No
test,He pedido este favor porque sé que tu llevaste bien con mi madre cuando eramos pequeña .,No
test,Es muy bien y ayuda toda la familia .,Sí
test,"En esta película , era obvio que tenían acceso a mucho dinero y no he decidido si eso ayudó a la película o lo dañó .",No
test,Su abuela fue sola quien ayudó Messi en fútbol y después Messi le dedicó muchos goles a ella .,No
test,Todos fui muy bien ! ! !,No
test,"Creo que si cerramos la puerta de los edificios publicos que sean de fiesta o no , vamos a marginalizar este parte de la población .",No
test,La liña de el teléfono estaba equivocada todo el tiempo y no podia connectar con ellos .,No
test,Estoy sorprendido de la falta de profesionalismo .,No
test,"Seán , mi otro hijo ha ido a Australia , hace tres meces , y todavia no está trabajando en una profession pero tiene un poco trabajo en algunas tiendas .",No
test,"Pues , ¿ puedo saber cuanto cuesta y que son las condiciones que debo hacer para reservar y como debo hacer la reservaccion ?",No
test,A mi madre le gusta pasar mucho tiempo en la playa y es lo que ella hacía por la mayoría de el tiempo .,No
test,"Fatima tiene 21 años , es estudia en universidad .",No
test,"Asmae es el mejor , tiene veinticinco años es periodista y doctorante en derecho .",No
test,"Estoy pidiendo una respuesta pronta , lo siento mucho !",No
test,"Para mi , el problema está , en lo que hay dentro_de los cigarillos .",No
test,Mí padre es abogado y está trabajando para el govierno de Chile y mí madre ya está jubilada .,No
test,Soy traductora .,No
test,"De otra parte , si se van a fumar fuera , es decir en la calle , haceran ruidos y los vecinos no podran dormir ... Como decimos en Francia ,",No
test,"Sin más detenimiento me despido , rogándo le una respuesta rápida para confirmar me que el trámite de mi baja está en marcha .",No
test,"Además , hay otro problema : ¿ Cómo es posible que haya cortes de electricidad 5 días en un més ?",No
test,"Se llama Hulio , tiene 21 años y el es un estudiante de chino .",No
test,"Cada uno , su destino , sus elecciones en su vida , sus proprias decisiones y si creemos en los que nos dicen lqs religiones , todo ya está escrito .",No
test,"Está tarde e tengo que ir me , vamos organizar alguna cosa proximo fin de semana .",Sí
test,"Era como um cielo , había mucha gente pero era muy tranquilo .",Sí
test,Estaba porseguido por la policía en un helicóptero .,Sí
test,A el final estoy segura que podemos vivir sin cigarrillos y no perjudicar nuestra salud .,No
test,Y no hablo de fumar droguas porque es mucho más peor con los efectos en el cerebro .,No
test,Jonney se enamora de una chica que le ayuda cuando todos le estan buscando porque piensan que el es el malo .,No
test,Jonney pensando que estaba haciendo la cosa apropiada le da la llave y entonces ya tienen Vortex su cosa tan peligroso .,No
test,"Mi trabajo , a el final de el curso de graduación , será exatamente sobre este tema y tengo ganas de continuar durante la maestría .",No
test,Tiene un año mas de mi y es francesa .,No
test,Lo que mas me gusto fue el silencio .,No
test,Son muy graciosos .,No
test,Mi opinión es que esa prohibición me parece necesaria para la salud de todos .,No
test,"Fui hacia Navarra , exactamente cuando estaba ocurriendo Los_Sanfermines .",No
test,Por_ejemplo : ¿ cuándos años dura el estudio ? y cómo son los requisitos indispensables ?,No
test,"Aunque reconozco que es una película muy bien hecha , no es el tipo de película que prefiero .",No
test,Mi numero es 76523487165 .,No
test,Estoy casada pero no tengo hijos .,No
test,Sus actores están muy famosos ahora .,Sí
test,El discurso que dio Al fue muy conmovido .,No
test,"Tengo una hija violinista y dos hijos , el mayor es ingeniero , y menor es el gionista .",No
test,Es un líder en su trabajo y cuando hacemos actividades afuera con amigos .,No
test,"Yo soy Beatrice , tu nuevo companero de trabajo .",No
test,Seguramente no es lo que quiero ver .,No
test,Nació el 18_de_enero_de_1990 . Ella es capriconia .,No
test,Despues divorcia y fue una mama solo por diez anos .,No
test,"Que pasa es que esta muestra un monto total cual debo pagar mucho más alto de lo que me habían prometido / acordado anteriormente , a el comienzo de el contrato .",No
test,"Para_más_inri , estos cortes han ocurrido en los viernes por la tarde noche y cuando llamé por teléfono a el numero que está en tu página de web , no había ni una vez alguien que contestara mis .",No
test,"Yo estoy muy bien , ahora vivo com mi familia , en uma casa muy confortavel , en el centro de la ciudad .",No
test,"Pero era demasiado tarde , la chica ya le había visto ...",No
test,"Otro miembro importantísimo de el elenco ( un ser que sí lo comparte todo con Julián -- comida , duchas , conversaciones , confesiones , todo ) es un enorme perro boxeador , Truman .",No
test,¿ Tiene cocina o el desayuno está incluido en el precio ?,No
test,"Billy es muy alto , griego , italiano , ruido / directo , muy amable ( a mi solamente ... y a sus novía nuevas ... por dos semanas maxímo ) , y inteligente .",No
test,Mi padre es profesor de francese .,No
test,"José es el hompbre de pelo en pecho y el va a el gimnasio 3 años , y en la unuversidad él siempre recibe buenas notas y por eso me ayuda .",No
test,"¿ En estes conditiones , sería posible obtener una beca para los extranjeros ?",No
test,"Yo me llamo Your_HARFOUF , Your es mi nombre y HARFOUF es mi apellido .",No
test,Los quería contar de mis vacaciones de este año que fueran en Paris .,No
test,"Soy uno de los pasajeros que estuvieron en el vuelo de la semana pasada , mi nombre es Houda .",No
test,En resumen ¡ fui un viaje muy mal !,No
test,Es trabajadora y barre mis casa a diaro .,No
test,estaba de viaje con algunos amigos y uno de ellos era muy gracioso se llamaba Domani .,No
test,Tampoco el servicio no es bueno .,No
test,"En la sociedad moderna toda gente entiende que fumar es mal por la salud , pero aun asi fuman mucho .",No
test,Estamos amigas en Facebook y Tuenti también .,Sí
test,Yo soy estudiante de el Instituto_Cervantes situado en Recife - Brasil - también estudio Letras en la Universidad_Federal_de_Pernambuco y estoy terminando mi curso en el fin de el año .,No
test,"Luego el espectador se entera de que la vida de el pastor está llenísima de tragedia y por eso su cerebro automáticamente bloquea los malos recuerdos , impidiendo le a sufrir .",No
test,Mis Padres son 86 y 87 años mi hermano John 60 y mi Hermana Mary 59 .,No
test,En mi vida occurrio´ una historia que era para mi muy graciosa .,No
test,Soy aficionada a la comida de todos los países .,No
test,La discusión sobre leyes sobre fumando en lugares públicos son animados .,No
test,"Por eso , actualmente , en casí todos los países hay leyes para que sea permitido fumar solo en lugares públicos abiertos .",Sí
test,"Este efecto puede causar problemas de el salud muy graves , y las personas que están afectado por esto no tienen la libertad de evitar lo .",No
test,Es muy graciosa !,No
test,"Donde están los responsables , los médicos ¿ Porque no hacen nada ¿ Donde esta el gobierno ¿ no ve a los adolescentes fumando ¿ no ve a la corrupción de la nueva generación .",No
test,"Estaba como un día de descanzo para los campesinos , un día de alegría .",Sí
test,Lo qu prefiero es recoger mi equipaje pero si no lo tiene me parece normal que la compañía me pague una indemnización .,No
test,Este es la razón principal de mi solicitud estudiar en su universidad .,No
test,"He estado estudiando espanol por casi seis anos y creo que para avanzar mi comprension y conocimiento de la lengua , tengo vivir en un pais hispanohablante por un rato .",No
test,"Yo pensé que pobre mi hermana estaba de creer esta historia ! ella me dijó que fue a llamar a el medico ,",No
test,"Hola , me llamo Brian , y estoy escribiendo para decir te que sucedío en el viaje de avión .",No
test,Las dos son avogado y trabajan en la misma empresa en Malága .,No
test,"Es normal que trabajes muy buena porque eres muy trabajanda y aburrida , ¿ no ?",No
test,"Esta experiencia era muy graciosa , no me encuentra antes .",No
test,Tengo certeza que será muy bueno .,No
test,"Cuando estaba en Bachillerato , fui muy mala de matemática .",No
test,"Qué bueno fue recibir finalmente una carta tuya con noticias , hacía tiempo que no nos hablábamos .",No
test,Sus saludes no son dentrimentales porque sus dietas son más buenas que los estados_unidos y por eso sus saludes no son más efectados que las personas estaunidenses .,Sí
test,Estoy tus compañero nuevo .,Sí
test,"Por eso , los fumadores tienen que respetar los demas y fumar en un sitio lejano de la gente es decir solos .",No
test,"Creo que el gran problema que hay hoy_en_día es que no hay una zona restrita para eso , muchas vezes fumadores y no fumadores estan en el mismo espacio público .",No
test,Soy su nueva compañera de trabajo .,No
test,En primer lugar estoy en_contra_de fumar en lugares públicos porque afecta la salud y menosprecia a las personas y provoca daño a las personas y actualmente el fumar es una nueva costumbre en todo el mundo .,No
test,"Despúes_de estudiar español por tiempo tan largo , me parece que el idioma es muy interesante .",No
test,Soy persona deportiva y siempre voy a el gymnasia .,No
test,Fui de vacaciones hace dos semanas .,No
