Number,Word,Sentence,Mother tongue,Level,Error (annotation by experts)
629386,vida,La puesta en escene fui perfecta y los personajes te parecen como si fueran viviendo sus vida cotidiana normal y no te dan la impression a ningun momento que estan jugando sus papeles en la pelicula .,Francés,C1,Yes
19606,.,Lamento decir le que no estoy contenta y es poco decir .,Francés,C1,No
182853,la,Estoy sorprendido de la falta de profesionalismo .,Francés,C1,No
468042,historia,La historia es basada sobre hechos qui se pasaron en los años 2000 .,Francés,C1,Yes
27616,.,La familia de el futuro yerno no es tampoco contenta .,Francés,C1,Yes
524956,novio,"Un hombre de el pueblo bastante guapo y que tiene una bonita finca fue , hace muchos años , el novio de Laura antes_de que ella se fue a Argentina dejando a el novio y sin decir nada .",Francés,C1,No
80725,",","Al_contrario de la promesa de el Señor Jordi , veo que todo los costes relativos a el cambio de proveedor están a mi cargo .",Francés,C1,No
370540,comillas,Se nota 2 prtogonistas principales que son Antonio_Banderas y su  esposa  .,Francés,C1,No
499308,mayores,Las tres mayores ya están casadas .,Francés,C1,No
592418,Soy,Soy traductora y trabaja desde mi casa .,Francés,C1,No
25092,.,"Soy la señora Rafaela_Dominguez , vivo en Madrid C / san_Isidro 24 .",Francés,C1,No
521589,No,"No sólo es imposible de comprender , pero no coresponde a el contrato que firmé .",Francés,C1,No
545241,personajes,Es un bueno ejercicio en la evolutión de los personajes en un mundo tipico y remoto .,Francés,C1,No
290065,un,desgarrado en pedazos y re-pegado que es un doble de una carta en una basura por una mujer que llega a el servicio otros documentos .,Francés,C1,No
559619,pude,"Entonces , es muy simple , quiero una respuesta rápida para los problemas que pude encontrar , y me gustaría una compensación por el compartamiento intolerable de su colega la última vez .",Francés,C1,No
551961,posible,"Además , hay otro problema : ¿ Cómo es posible que haya cortes de electricidad 5 días en un més ?",Francés,C1,No
193180,le,Lo que sigue era de esperar : Max se encuentra a el niño y trata de ayudar le a_pesar_de los esfuerzos de la policía para encontrar lo .,Francés,C1,No
279821,su,"Desgraciadamente , tengo que constatar que mi primera factura con su compañía es más alta de lo que me había prometido .",Francés,C1,No
365492,buscando,"Después_de esta escena sigue la historia de Picard que fue un compañero de Dreyfus en la escuela militar , buscando la verdad .",Francés,C1,No
275049,son,Los dos actores principales son Bourvil y Luis_De_Funés .,Francés,C1,No
255442,que,El discurso que dio Al fue muy conmovido .,Francés,C1,No
244006,pero,La hija menor quiere también anunciar a su familia su deseo de casar se pero el problema es que el novio Charles es negro .,Francés,C1,No
139787,el,"Su esposa o mejor dicho su preso es una persona que sufre mucho , que no tiene vínculo con el mundo exterior o_sea que es una persona que depiende totalmente de su marido , el famoso médico .",Francés,C1,No
413236,empezo,Fue una catastrofa y rapidamente empezo un accion immportante para descubrir los responsables .,Francés,C1,No
359268,bajo,"Pero la policía ahora estan conciente de que hace , y está bajo la amenaza de el carcél .",Inglés,C1,Yes
437832,está,"A mi el imagen tuvó un impacto muy grande , y creo que está la fundación en la que está basado la historia .",Inglés,C1,Yes
260820,que,Deseo explicar les que tengo muchos problemas con el servicio que estoy recibiendo desde su compañia .,Inglés,C1,No
207818,me,"Después_de varios intentos yo solo , finalmente me rendí y fui a trabajar en la biblioteca que esta a una milla de mi casa .",Inglés,C1,No
576684,se,Jonney se enamora de una chica que le ayuda cuando todos le estan buscando porque piensan que el es el malo .,Inglés,C1,No
200945,me,Durante la primera semana con tu compañía me habían llamado para comprobar que todo estaba instalado y funcionanado .,Inglés,C1,No
476946,Jack,Como el padre es debajo_de el coche sin una rueda Jack sabe que nadie daria en cuenta si se golparia el coche matando su padre,Inglés,C1,Yes
526590,numero,"Para_más_inri , estos cortes han ocurrido en los viernes por la tarde noche y cuando llamé por teléfono a el numero que está en tu página de web , no había ni una vez alguien que contestara mis .",Inglés,C1,No
308565,y,Pero un personaje muy famoso había llegado a la isla y este personaje estaba viviendo en las montañas muy lejos de las ciudad pequeño .,Inglés,C1,No
304418,y,"Me llama Dave_Levins y mi dirección es 123 , Avenida_Principal , Dublin 1 y el número de mi cuenta es 987654321 .",Inglés,C1,No
154288,en,Estoy arrepientiendo de haber me cambiado de servicio en principio .,Inglés,C1,No
355587,aspectos,"Experto de el cine no lo soy , para_nada , pero estoy seguro de que son pocos los aspectos memorables .",Inglés,C1,No
560346,puede,Esa pelicula es una clara obra de arte en todos sentidos ( Palme_d´_Or en Cannes 2011 ) y se puede decir con ciertitud que no sera a todas las gustas por su falta de una historia linear .,Inglés,C1,No
73356,",","Además Mr_Ávila tiene pinta de ser un buen marido y cuando se siente tranquilo , sí lo es , pero cuando se pone enfadado también grita a ella .",Inglés,C1,No
267424,que,"Estoy muy descontenta con este servicio tan inapropiado y la falta de profesionalismo que no me han comunicado , como soy una cliente nuevo , si estan pasando unas complicaciones desde su lado .",Inglés,C1,No
265587,que,"Tengo que poner la contraseña larguísima una y otra vez , lo que es verdaderamente una lata .",Inglés,C1,No
17047,.,Una pista para ella es que no trata bien a el hijo de 17 años .,Inglés,C1,No
355860,atencion,"En_cuanto_a la fotografia , musica etcetera , son cosas que no me traen la atencion , excepto cuando estan mal hechos , y luego supongo que eran de un nivel alto .",Inglés,C1,No
541532,película,La última película que he visto se llama  Medianoche_en_París  que fue directado por Woody_Allen y tenía Owen_Wilson como pricipal actor .,Inglés,C1,No
104302,de,"Aunque reconozco que es una película muy bien hecha , no es el tipo de película que prefiero .",Inglés,C1,No
140883,el,Tampoco el servicio no es bueno .,Inglés,C1,No
336446,--,"Otro miembro importantísimo de el elenco ( un ser que sí lo comparte todo con Julián -- comida , duchas , conversaciones , confesiones , todo ) es un enorme perro boxeador , Truman .",Inglés,C1,No
229459,no,"En esta película , era obvio que tenían acceso a mucho dinero y no he decidido si eso ayudó a la película o lo dañó .",Inglés,C1,No
325446,y,Cambie hace poco y este mes es mi primer mes usando su servicio .,Inglés,C1,No
582837,servicio,"Soy un nuevo cliente de ustedes y el motivo de este correo es expresar le mi frustración con su servicio , tanto con la primera factura como los varios cortes de el servicio durante los primeros 30 días .",Inglés,C1,No
234942,no,Fue comedia pura pero no compleja .,Inglés,C1,No
232308,no,Me han dicho que salvara el diez porciento comparado con la otra compañia y eso no es verdad .,Inglés,C1,No
278864,su,Estoy esperando por su repuesta .,Inglés,C1,No
598437,tan,Jonney pensando que estaba haciendo la cosa apropiada le da la llave y entonces ya tienen Vortex su cosa tan peligroso .,Inglés,C1,No
551941,posible,Creo que Almodovar ha elogido muy bien porque las dos actrices han caído muy bien y era posible ver que tenían una raporte muy bien .,Inglés,C1,No
119029,de,Y para que no tengamos más problemas solicito la baja de los servícios contractados ya_que no fue garantizado .,Portugués,C1,unsure 
210348,mi,"Además_de no tener los servicios prestados con calidad , mi primera factura está con el doble de el valor que solía pagar .",Portugués,C1,No
567858,reclamar,No estoy nada satisfecha con esta situación y el próximo paso es ir a la justicia para reclamar mis derechos como cliente .,Portugués,C1,No
510488,mucho,"Me llamo Bernardo y he cambiado de compañia hace un mes , pero la primera factura que he recibido está mucho más alta que me habían prometido por teléfono ya_que en el acuerdo no constaba este cambio repentino .",Portugués,C1,Yes
38191,.,Me parece que fui engañada por su empresa .,Portugués,C1,No
222407,muy,"Pero no fue eso que se sucedió , de_modo_que estoy muy arepentida y muy triste con mi eleccíon .",Portugués,C1,No
551995,posible,"Que ese correo sirva como un aviso , pues yo voy a entrar en la justicia lo más rápido posible , caso esa factura no sea bajada para el precio justo y me plata compensada en el próximo mes .",Portugués,C1,No
119538,de,"Además , el servicio que he recibido de ustedes es horrible , no estoy nada contenta .",Portugués,C1,No
128224,de,"¡ Lo que me deja mas loco que una cabra es que cuando supimos de ese cambio , nos fue prometido que los precios iban a subir un_poco , pero no 300 % !",Portugués,C1,No
243710,pero,"Recientemente he contractado los servicios de ustedes , pero ahora escribo para quejar me de diversos puntos de el servicio que ( no ) me están ofreciendo .",Portugués,C1,No
545254,personajes,Después presentan fotografias reales de como eran los dos personajes que empezaran con una relación de trabajo y terminaron con una gran amistad .,Portugués,C1,No
109677,de,Seguro que ahora es una de mis favoritas .,Portugués,C1,No
227015,muy,Sus actores están muy famosos ahora .,Portugués,C1,Yes
501741,mercado,"La saga es mucho bien producida , con una fuerte estrategía de mercado .",Portugués,C1,Yes
250869,por,Inglaterra junto_con Estados_Unidos fueran las dos principales naciones responsables por vencer la segunda_guerra_mundial .,Portugués,C1,No
478709,justicia,"Después_de algunos años eso se hizo posible , y el libro fue publicado , por_otro_lado , la justicia continuaba no permitiendo le una muerte provocada .",Portugués,C1,No
420702,Es,Es una verdadera fiebre .,Portugués,C1,No
49517,.,"No sé el nombre de el director , tampouco de los actores , solo de los personages .",Portugués,C1,No
512292,muchos,La película fuera procduzida con muchos efectos especiales .,Portugués,C1,No
567557,recibido,Estoy muy descontenta con el trato recibido por la compañía .,Portugués,C1,No
376020,ciudad,Los padres son portugués que viven en la ciudad y son muy conservadores .,Portugués,C1,No
612575,trabajar,"Los protagonistas son una familia - Turner - donde el padre , después_de un largo periodo en paro , logra trabajar con entrega de paquetes , pero con las peores condiciones laborales posibles .",Portugués,C1,No
380697,como, La_piel_que_habito  es la última película de el director Pedro_Almodóvar y tiene actores como Antonio_Banderas y Elena_Anaya en los papeles principales .,Portugués,C1,No
235111,no,Lo interesante de la película es que a el psicoanalista no se le ve en ningún momento .,Portugués,C1,No
421874,esa,¡ Toda esa situación es una total falta de respeto !,Portugués,C1,No
71016,",","Pero , el problema es que ni todos los huépedes pudieron detener el controle sobre su cuerpo , pues algunas almas eran muy fuertes y no permitian el domínio completo .",Portugués,C1,No
490051,lo,"Que pasa es que esta muestra un monto total cual debo pagar mucho más alto de lo que me habían prometido / acordado anteriormente , a el comienzo de el contrato .",Portugués,C1,No
315316,y,"A el llegar en casa , lo que deseo es poder relajar , duchar me y preparar la cena y eso ya no puedo más hacer , porque no sé si tendré gas y electricidad .",Portugués,C1,No
117157,de,Otra escena es que el señor escribe cartas de amor para una chica que no conoce .,Portugués,C1,No
6288,",","Estoy demasiado preocupada , pues tan poco tengo como pagar este valor .",Portugués,C1,No
425001,eso,"Luego el espectador se entera de que la vida de el pastor está llenísima de tragedia y por eso su cerebro automáticamente bloquea los malos recuerdos , impidiendo le a sufrir .",Ruso,C1,No
145314,el,Tampoco estoy descontenta con el trato por parte de sus empleados .,Ruso,C1,No
28880,.,Sus días fueron aparecidos .,Ruso,C1,No
204450,Me,"Me llamo Leonid_Sokolov , soy propietario de el piso 4a , Moscú , calle Arbat , 37 .",Ruso,C1,No
241364,para,"Lo que mas , resulta que ha sido enganhada sobre el precio de gas y electricidad , no estoy despuesta para pagar una factura tan alta .",Ruso,C1,No
296315,una,es una cinta clasica de Tom_Hanks y Rober_Zemeckis sobre los Estados_Unidos a finales de el siglo XX .,Ruso,C1,No
434438,estoy,"Llevo un mes trabajando con su compañia y , a decir verdad , estoy un_poco decepsionado .",Ruso,C1,No
444132,fue,"Ella fue producida en Estados_Unidas , Francia , Inglatera .",Ruso,C1,No
56519,",","Segun creo yo , el momento mas divertido fue el control de seguridad en el aeropuerto , cuando el bandido metio sus armas en los bolsos de otros pasajeros para que no le detuviera la policia .",Ruso,C1,No
295147,un,"Está bien , una vez tuve suficiente tiempo para esperar , a el final me contestaron , ¡ fue un chaval que ni sabía cómo tratar a los mayores de edad !",Ruso,C1,No
575431,se,Así_que se puede decir que él no está muy bien de cabeza .,Ruso,C1,No
430633,estaban,"Se perdieron , cada uno estaba en un lugar diferente , pero todos estaban rodeados de policia .",Ruso,C1,No
541463,película,El escenario de película fue rollo .,Ruso,C1,No
438384,están,Las escenas están puestas de manera muy complicada y inesperada .,Ruso,C1,No
517418,nada,Llevo utilizando los servicios de su compañía desde el mes pasado y les quiero decir que no estoy nada contento con su trabajo !,Ruso,C1,No
517814,natal,"Jalid es de Arabia_Saudita , se trasladó a Dinamarca porque las grandes compañías de el petróleo habían derrumbado su pueblo natal .",Ruso,C1,No
49584,.,Me sorprende el hecho de que la primera factura haya sido muy alta .,Ruso,C1,No
264036,que,", ya ha pasado un mes desde que soy vuestro cliente y debo comentar os que es un desencanto total .",Ruso,C1,No
360143,bastante,Simple y graciosa a la primera vista es una obra cinematográfica que toca temas bastante profundos que nos llevan a reflexionar .,Ruso,C1,No
644505,haré,"He sido víctima de vuestra estafa , tengo derecho de denunciar lo y lo haré .",Ruso,C1,No
314920,y,Hace un rato he empezado a usar los servicios de su compania y la verdad es que no estoy muy contenta con su trabajo .,Ruso,C1,No
425212,espanol,Es de origen espanol .,Ruso,C1,No
398598,deseo,Y el 'unico deseo de el hermano mayor es que el detective encuentre a estos hombres .,Ruso,C1,No
477501,joven,"El protagonista es el militario muy joven , Andréi , que aun sigue estudiando en la Academia_Militar y va a ser un embajador militar .",Ruso,C1,No
342456,actor,El protagonista es presentado por el actor Vladimir_Mashkov .,Ruso,C1,No
402192,dinero,Para mi es imposible tirar mi dinero a la basura .,Ruso,C1,No
586379,siguen,Lo peor es que me enganharon desde el principio y lo siguen haciendo hasta ahora .,Ruso,C1,No
625837,ver,Seguramente no es lo que quiero ver .,Ruso,C1,No
211797,Mi,Mi nombre es Ana_María_Gómez_Martínez .,Ruso,C1,No
419739,era,"Gunnar antes era un tenista exitoso , pero una vez perdió el partido por un error tonto de el juez .",Ruso,C1,No
,,,,,
