Ser,Estar,rigth sentence,original verb
"la ética aplicada emerge como un pilar básico que da sentido y una comprensión profunda de nuestro hacer, que cristalizaba y socializaba una tradición que desde los primeros años de feaps fue presente con figuras tan significadas como alfredo fierro","la ética aplicada emerge como un pilar básico que da sentido y una comprensión profunda de nuestro hacer, que cristalizaba y socializaba una tradición que desde los primeros años de feaps estuvo presente con figuras tan significadas como alfredo fierro",['Estar'],estar
"la generación del 96 tuvo la capacidad y visión de ahormar en un proyecto común para la acción en un contexto de fuerte complejidad, una sociedad que era en profundo cambio, llena de oportunidades, pero no exenta de grandes obstáculos y limitaciones","la generación del 96 tuvo la capacidad y visión de ahormar en un proyecto común para la acción en un contexto de fuerte complejidad, una sociedad que estaba en profundo cambio, llena de oportunidades, pero no exenta de grandes obstáculos y limitaciones",['Estar'],estar
"pero no podrá perderse de vista que todas las actuaciones deberán ser orientadas por la defensa de la dignidad y los derechos de las personas con discapacidad, procurando las condiciones necesarias para que puedan desarrollar sus proyectos de vida buena","pero no podrá perderse de vista que todas las actuaciones deberán estar orientadas por la defensa de la dignidad y los derechos de las personas con discapacidad, procurando las condiciones necesarias para que puedan desarrollar sus proyectos de vida buena",['Estar'],estar
con estos productos se son cubriendo las necesidades de las familias que se han dirigido a plena inclusión,con estos productos se están cubriendo las necesidades de las familias que se han dirigido a plena inclusión,['Estar'],estar
también se es proporcionando apoyo psicológico a las familias que lo demandan,también se está proporcionando apoyo psicológico a las familias que lo demandan,['Estar'],estar
"de esta tarea se encargan profesionales de la psicología voluntarios y, además, se es coordinando la acción con psicólogos sin fronteras","de esta tarea se encargan profesionales de la psicología voluntarios y, además, se está coordinando la acción con psicólogos sin fronteras",['Estar'],estar
"los trabajos de limpieza siguen en marcha en las entidades afectadas y se son presupuestando los daños ocasionados por el agua en instalaciones eléctricas, suelos, techos, material, etc","los trabajos de limpieza siguen en marcha en las entidades afectadas y se están presupuestando los daños ocasionados por el agua en instalaciones eléctricas, suelos, techos, material, etc",['Estar'],estar
"en el acto también fueron presentes : mª josé segarra, fiscal de sala coordinadora de los servicios especializados en la protección de las personas con discapacidad y atención a los mayores ; avelina alia, fiscal de la unidad coordinadora de atención a las personas con discapacidad y mayores ; antonio hinojosa, líder con discapacidad intelectual que forma parte del equipo de accesibilidad cognitiva de plena inclusión españa ; e inés de araoz, coordinadora del área jurídica de plena inclusión españa","en el acto también estuvieron presentes: mª josé segarra, fiscal de sala coordinadora de los servicios especializados en la protección de las personas con discapacidad y atención a los mayores; avelina alia, fiscal de la unidad coordinadora de atención a las personas con discapacidad y mayores; antonio hinojosa, líder con discapacidad intelectual que forma parte del equipo de accesibilidad cognitiva de plena inclusión españa; e inés de araoz, coordinadora del área jurídica de plena inclusión españa",['Estar'],estar
"las elecciones autonómicas, municipales y al parlamento europeo del próximo 26 de mayo son a la vuelta de la esquina","las elecciones autonómicas, municipales y al parlamento europeo del próximo 26 de mayo están a la vuelta de la esquina",['Estar'],estar
"ya es disponible en esta web el número de mayo de la revista voces, la revista de actualidad de plena inclusión","ya está disponible en esta web el número de mayo de la revista voces, la revista de actualidad de plena inclusión",['Estar'],estar
"esto se debe a que las viejas formas de pensar, muy comunes en las instituciones, aún son presentes en los servicios de apoyo","esto se debe a que las viejas formas de pensar, muy comunes en las instituciones, aún están presentes en los servicios de apoyo",['Estar'],estar
"estas ideas nos ayudarán en la confección del citado plan estratégico que somos creando juntos y juntas desde la idea de vivir con ( confianza, control, conexiones y contribución )","estas ideas nos ayudarán en la confección del citado plan estratégico que estamos creando juntos y juntas desde la idea de vivir con (confianza, control, conexiones y contribución)",['Estar'],estar
"somos hablando de entidades sin ánimo de lucro y que en su mayoría cuentan con la declaración de utilidad pública ""","estamos hablando de entidades sin ánimo de lucro y que en su mayoría cuentan con la declaración de utilidad pública""",['Estar'],estar
"entre los fines de esta nueva patronal, será el de apoyar a las entidades miembro en los procesos de cambio necesario para el cumplimiento de la convención de naciones unidas sobre los derechos de las personas con discapacidad, cambiar el sistema de negociación colectiva, representar a las empresas que la integran ante la administración pública, contribuir a un marco de relaciones laborales equilibrado y justo entre empresas y trabajadores o apoyar a las entidades en el proceso de creación, mantenimiento y mejora del empleo así como en todo tipo de procesos que permitan su mejora continua","entre los fines de esta nueva patronal, estará el de apoyar a las entidades miembro en los procesos de cambio necesario para el cumplimiento de la convención de naciones unidas sobre los derechos de las personas con discapacidad, cambiar el sistema de negociación colectiva, representar a las empresas que la integran ante la administración pública, contribuir a un marco de relaciones laborales equilibrado y justo entre empresas y trabajadores o apoyar a las entidades en el proceso de creación, mantenimiento y mejora del empleo así como en todo tipo de procesos que permitan su mejora continua",['Estar'],estar
"el juego es realizado por el área de accesibilidad cognitiva de plena inclusión la rioja, integrada por profesionales con y sin discapacidad intelectual, que también se han participado en el acto","el juego está realizado por el área de accesibilidad cognitiva de plena inclusión la rioja, integrada por profesionales con y sin discapacidad intelectual, que también se han participado en el acto",[Both],estar
"todas las preguntas son escritas en lectura fácil, lo que permite la participación de toda la ciudadanía","todas las preguntas están escritas en lectura fácil, lo que permite la participación de toda la ciudadanía",[Both],estar
"en este sentido, santiago izquierdo, miembro de la red de portavoces con discapacidad de la aeft y que ha sido presente en el congreso de los diputados en el momento de la aprobación, explica que esta reforma “ acaba con una injusticia que me ha afectado a mí y a otras muchas personas con discapacidad","en este sentido, santiago izquierdo, miembro de la red de portavoces con discapacidad de la aeft y que ha estado presente en el congreso de los diputados en el momento de la aprobación, explica que esta reforma “acaba con una injusticia que me ha afectado a mí y a otras muchas personas con discapacidad",['Estar'],estar
los núcleos de la problemática con ocasión de la covid-19 somos viviendo en la sociedad conflictos que tienen como referencia a los derechos humanos,los núcleos de la problemática con ocasión de la covid-19 estamos viviendo en la sociedad conflictos que tienen como referencia a los derechos humanos,['Estar'],estar
"en consecuencia, deben exigirlas coactivamente, siendo, por supuesto, atentos a cumplir sus deberes y a rendir cuentas de ello, así como a asumir las críticas razonables que se le hagan por no definirlas bien","en consecuencia, deben exigirlas coactivamente, estando, por supuesto, atentos a cumplir sus deberes y a rendir cuentas de ello, así como a asumir las críticas razonables que se le hagan por no definirlas bien",['Estar'],estar
"en caso de disenso interno en ella, debe primar para la toma de decisiones públicas la postura dominante, que siempre tiene que ser abierta a correcciones reclamadas por nuevas investigaciones acordes con los métodos científicos","en caso de disenso interno en ella, debe primar para la toma de decisiones públicas la postura dominante, que siempre tiene que estar abierta a correcciones reclamadas por nuevas investigaciones acordes con los métodos científicos",['Estar'],estar
"con frecuencia, quienes son enfrentando como dicotómicos los derechos individuales y el derecho a una salud pública, ignoran los criterios que, ligados a los rasgos de los derechos, se señalaron","con frecuencia, quienes están enfrentando como dicotómicos los derechos individuales y el derecho a una salud pública, ignoran los criterios que, ligados a los rasgos de los derechos, se señalaron",['Estar'],estar
"pasemos ahora a abordar algunas situaciones polémicas concretas que se son dando, teniendo también para su discernimiento estos criterios y situaciones","pasemos ahora a abordar algunas situaciones polémicas concretas que se están dando, teniendo también para su discernimiento estos criterios y situaciones",['Estar'],estar
"sumando el cuasi monopolio de las compañías farmacéuticas, que empujan a someter a las leyes del mercado este producto de primera necesidad para el derecho a la salud y la vida, con los nacionalismos con graves carencias de solidaridad de los estados fuertes y la aceptación fáctica ( consentiva ) de sus ciudadanos, a nivel internacional somos quebrantando gravemente las prioridades éticas que se imponen para la recepción de la vacuna","sumando el cuasi monopolio de las compañías farmacéuticas, que empujan a someter a las leyes del mercado este producto de primera necesidad para el derecho a la salud y la vida, con los nacionalismos con graves carencias de solidaridad de los estados fuertes y la aceptación fáctica (consentiva) de sus ciudadanos, a nivel internacional estamos quebrantando gravemente las prioridades éticas que se imponen para la recepción de la vacuna",['Estar'],estar
"el problema es no en el debate sosegado entre diversas posturas que se defienden desde la búsqueda compartida del bien común de la salud pública, sino en debates manipuladores interesados o pura y duramente emocionales","el problema está no en el debate sosegado entre diversas posturas que se defienden desde la búsqueda compartida del bien común de la salud pública, sino en debates manipuladores interesados o pura y duramente emocionales",['Estar'],estar
"de todos modos, no sería mal que hubiera algunos servicios de consulta telefónica, oficiales y de organizaciones sociales, con disposición para responder a las preguntas que ciudadanos interesados, preocupados, temerosos, les hicieran","de todos modos, no estaría mal que hubiera algunos servicios de consulta telefónica, oficiales y de organizaciones sociales, con disposición para responder a las preguntas que ciudadanos interesados, preocupados, temerosos, les hicieran",['Estar'],estar
todas estas cuestiones tendrán que ser presentes en el proceso de decisión,todas estas cuestiones tendrán que estar presentes en el proceso de decisión,['Estar'],estar
"para que la conozcan mejor, y como forma de reconocimiento, charlamos con mar baeza en una conversación que, como veréis, es llena de humor y cariño, como muchas de sus llamadas","para que la conozcan mejor, y como forma de reconocimiento, charlamos con mar baeza en una conversación que, como veréis, está llena de humor y cariño, como muchas de sus llamadas",['Estar'],estar
"así que, cuando llegué a la oficina, tampoco sabía si era en el sitio correcto","así que, cuando llegué a la oficina, tampoco sabía si estaba en el sitio correcto",['Estar'],estar
ser con el auricular,estar con el auricular,['Estar'],estar
"para mí, si ella no hubiera visto algo, lógicamente yo no hubiera sido aquí","para mí, si ella no hubiera visto algo, lógicamente yo no hubiera estado aquí",['Estar'],estar
quizá sería en otro sitio o no tendría trabajo,quizá estaría en otro sitio o no tendría trabajo,['Estar'],estar
" qué reflexión puedes compartir al respecto ? en 2003, el tema de la inclusión laboral no era tan avanzado socialmente"," qué reflexión puedes compartir al respecto? en 2003, el tema de la inclusión laboral no estaba tan avanzado socialmente",['Estar'],estar
"el ejercicio personal de la autonomía implica varios pasos, con sus capacidades correspondientes : capacidad de toma de decisiones que abren a la iniciativa, que presupone capacidad de discernimiento valorativo de lo que es en juego, que se continúa en capacidad para la realización de lo decidido, y que culmina en su realización efectiva","el ejercicio personal de la autonomía implica varios pasos, con sus capacidades correspondientes: capacidad de toma de decisiones que abren a la iniciativa, que presupone capacidad de discernimiento valorativo de lo que está en juego, que se continúa en capacidad para la realización de lo decidido, y que culmina en su realización efectiva",['Estar'],estar
siempre somos en situación de dependencia con los otros y con la naturaleza,siempre estamos en situación de dependencia con los otros y con la naturaleza,['Estar'],estar
"se trata de una dependencia que varía en formas y grados a lo largo de nuestra biografía y entre nosotros, dato al que habrá que prestar atención para acogerlo en justicia solidaria como merece, pero siempre es ahí","se trata de una dependencia que varía en formas y grados a lo largo de nuestra biografía y entre nosotros, dato al que habrá que prestar atención para acogerlo en justicia solidaria como merece, pero siempre está ahí",['Ser'],estar
"las instituciones públicas, en las que todos somos implicados a través de la participación y de la solidaridad cívica, concretan sus deberes concretando los derechos de los ciudadanos, que tienen que quedar amparados a través de políticas públicas","las instituciones públicas, en las que todos estamos implicados a través de la participación y de la solidaridad cívica, concretan sus deberes concretando los derechos de los ciudadanos, que tienen que quedar amparados a través de políticas públicas",['Estar'],estar
"su condición de derecho que los estados deben garantizar es, pues, meridianamente clara","su condición de derecho que los estados deben garantizar está, pues, meridianamente clara",['Ser'],estar
"la reacción de plena inclusión se produce después de que el ministro de sanidad, salvador illa, anunciara ayer martes la lista de los 18 grupos por los que el ejecutivo ha decidido empezar, cuando sea disponible, la campaña de vacunación contra el coronavirus","la reacción de plena inclusión se produce después de que el ministro de sanidad, salvador illa, anunciara ayer martes la lista de los 18 grupos por los que el ejecutivo ha decidido empezar, cuando esté disponible, la campaña de vacunación contra el coronavirus",['Estar'],estar
 somos en tiempos de recortes y tenemos que luchar juntos por no perder lo conseguido ”, estamos en tiempos de recortes y tenemos que luchar juntos por no perder lo conseguido”,['Estar'],estar
el proyecto es financiado por la unión europea en el marco del programa horizonte 2020 y cuenta con la participación de trece entidades de cuatro países europeos,el proyecto está financiado por la unión europea en el marco del programa horizonte 2020 y cuenta con la participación de trece entidades de cuatro países europeos,['Estar'],estar
"es formado por gerentes de federaciones, miembros de junta directiva y profesionales de la confederación, que incorporan distintas visiones de la organización","está formado por gerentes de federaciones, miembros de junta directiva y profesionales de la confederación, que incorporan distintas visiones de la organización",['Estar'],estar
"a más niveles de cualifi­cación, mayores son las posibilidades de inserción laboral, así como el acceso a empleos de mayor calidad","a más niveles de cualifi­cación, mayores están las posibilidades de inserción laboral, así como el acceso a empleos de mayor calidad",['Ser'],ser
"pero en general, el nivel educativo de las personas con discapacidad activas es notablemente inferior al de las personas sin discapacidad","pero en general, el nivel educativo de las personas con discapacidad activas está notablemente inferior al de las personas sin discapacidad",['Ser'],ser
 es vital para promover entornos comprensibles y libres de barreras actitudinales, está vital para promover entornos comprensibles y libres de barreras actitudinales,['Ser'],ser
"el artículo 27 de la convención de los derechos de las personas con discapacidad los estados reconocen el derecho de las personas con discapacidad a trabajar, en igualdad de condiciones con las demás; ello incluye el derecho a tener la oportunidad de ganarse la vida mediante un trabajo libremente elegido o aceptado en un mercado y un entorno laborales que sean abiertos, inclusivos y accesibles a las personas con discapacidad","el artículo 27 de la convención de los derechos de las personas con discapacidad los estados reconocen el derecho de las personas con discapacidad a trabajar, en igualdad de condiciones con las demás ; ello incluye el derecho a tener la oportunidad de ganarse la vida mediante un trabajo libremente elegido o aceptado en un mercado y un entorno laborales que estén abiertos, inclusivos y accesibles a las personas con discapacidad",['Estar'],ser
"este artículo ha sido realizado en colaboración con elena pérez, profesional de dincat – plena inclusió catalunya y miembro del equipo de empleo personalizado de plena inclusión","este artículo ha estado realizado en colaboración con elena pérez, profesional de dincat – plena inclusió catalunya y miembro del equipo de empleo personalizado de plena inclusión",['Ser'],ser
"la directora de plena inclusión la rioja, silvia andrés fernández, es, además, ponente del congreso en el bloque temático dedicado a las organizaciones","la directora de plena inclusión la rioja, silvia andrés fernández, está, además, ponente del congreso en el bloque temático dedicado a las organizaciones",['Ser'],ser
"incluidos en el nuevo plan estratégico, los 11 retos que marcados para trabajar los próximos años son: el poder de las personas","incluidos en el nuevo plan estratégico, los 11 retos que marcados para trabajar los próximos años están : el poder de las personas",['Ser'],ser
somos activos comunitarios,estamos activos comunitarios,['Ser'],ser
todos somos todas,todos estamos todas,['Ser'],ser
somos impulsores de innovación e investigación,estamos impulsores de innovación e investigación,['Ser'],ser
"esta colección es el resultado del proyecto de innovación docente “infografías accesibles para no dejar a nadie atrás”, en el que colaboran plena inclusión españa, plena inclusión andalucía y esta universidad","esta colección está el resultado del proyecto de innovación docente “ infografías accesibles para no dejar a nadie atrás ”, en el que colaboran plena inclusión españa, plena inclusión andalucía y esta universidad",['Ser'],ser
"el trabajo en las infografías ha sido muy bien valorado por el equipo de validación, que ha podido comentar en detalle el “antes y después” de cada infografía gracias a sus aportaciones","el trabajo en las infografías ha estado muy bien valorado por el equipo de validación, que ha podido comentar en detalle el “ antes y después ” de cada infografía gracias a sus aportaciones",[Both],ser
"patricia gasco, validadora, señala que el proyecto es “muy interesante porque quién se iba a imaginar que íbamos a poder clase en la universidad”","patricia gasco, validadora, señala que el proyecto está “ muy interesante porque quién se iba a imaginar que íbamos a poder clase en la universidad ”",['Ser'],ser
"natalia sepúlveda, estudiante de comunicación en la sede córdoba, destaca que “es más difícil de lo que pensamos hacer las cosas sencillas”","natalia sepúlveda, estudiante de comunicación en la sede córdoba, destaca que “ está más difícil de lo que pensamos hacer las cosas sencillas ”",['Ser'],ser
"pasos del proyecto la presentación de las infografías ha sido un hito para un proyecto que comenzaba a primeros de años con búsqueda bibliográfica y con una primera sesión de validación con un equipo de validación compuesto por personas de asas, aturem y asociación paz y bien, entidades de plena inclusión andalucía","pasos del proyecto la presentación de las infografías ha estado un hito para un proyecto que comenzaba a primeros de años con búsqueda bibliográfica y con una primera sesión de validación con un equipo de validación compuesto por personas de asas, aturem y asociación paz y bien, entidades de plena inclusión andalucía",['Ser'],ser
"con estas indicaciones, el alumnado elaboró sus infografías, que fueron valoradas en sus propias aulas por el equipo de validación","con estas indicaciones, el alumnado elaboró sus infografías, que estuvieron valoradas en sus propias aulas por el equipo de validación",[Both],ser
una de las formas que tiene de hacerlo es a través de las asignaturas análisis de asuntos mundiales contemporáneos y de desarrollo y cooperación,una de las formas que tiene de hacerlo está a través de las asignaturas análisis de asuntos mundiales contemporáneos y de desarrollo y cooperación,['Ser'],ser
la importancia del informe el comité sobre los derechos de las personas con discapacidad es un grupo de personas expertas de la organización de naciones unidas que vela por el cumplimiento en cada país de la convención sobre los derechos de las personas con discapacidad,la importancia del informe el comité sobre los derechos de las personas con discapacidad está un grupo de personas expertas de la organización de naciones unidas que vela por el cumplimiento en cada país de la convención sobre los derechos de las personas con discapacidad,['Ser'],ser
y españa no es una excepción,y españa no está una excepción,['Ser'],ser
"el objetivo general de este informe es presentar los resultados de la investigación sobre las barreras a las que se enfrentan las personas acusadas con discapacidad intelectual y psicosocial en el sistema de justicia penal para acceder a la información, al apoyo y a las adaptaciones procesales, lo que les impiden participar en igualdad de condiciones","el objetivo general de este informe está presentar los resultados de la investigación sobre las barreras a las que se enfrentan las personas acusadas con discapacidad intelectual y psicosocial en el sistema de justicia penal para acceder a la información, al apoyo y a las adaptaciones procesales, lo que les impiden participar en igualdad de condiciones",['Ser'],ser
la falta de detección de la discapacidad intelectual es una de las barreras más importantes a las que se enfrentan estas personas para que se les apliquen ajustes de procedimiento,la falta de detección de la discapacidad intelectual está una de las barreras más importantes a las que se enfrentan estas personas para que se les apliquen ajustes de procedimiento,['Ser'],ser
crear un protocolo de actuación dirigido a los profesionales para cuando la acusada sea una persona con discapacidad,crear un protocolo de actuación dirigido a los profesionales para cuando la acusada esté una persona con discapacidad,['Ser'],ser
"el próximo 14 de septiembre los 751 diputados del parlamento europeo votarán si se aprueba o no un informe del comité del mercado interior (imco), que ha sido considerado como poco exigente","el próximo 14 de septiembre los 751 diputados del parlamento europeo votarán si se aprueba o no un informe del comité del mercado interior ( imco ), que ha estado considerado como poco exigente",['Ser'],ser
"si esto no es posible, apoyamos a edf en su petición de que los diputados voten ""no"" a la adopción del informe de imco","si esto no está posible, apoyamos a edf en su petición de que los diputados voten "" no "" a la adopción del informe de imco",['Ser'],ser
"los diputados necesitan entender que la ley de accesibilidad no es sólo un trozo de papel, sino que afecta a personas reales","los diputados necesitan entender que la ley de accesibilidad no está sólo un trozo de papel, sino que afecta a personas reales",['Ser'],ser
la lectura fácil es un método para crear y adaptar documentos que resultan más fáciles de entender para personas con dificultades de comprensión como las personas con discapacidad intelectual o del desarrollo,la lectura fácil está un método para crear y adaptar documentos que resultan más fáciles de entender para personas con dificultades de comprensión como las personas con discapacidad intelectual o del desarrollo,['Ser'],ser
"además, la medida de crear versiones adaptadas será útil para 100","además, la medida de crear versiones adaptadas estará útil para 100",['Ser'],ser
" personas, que son las que han recuperado el derecho al voto gracias a la reforma de la ley electoral (loreg)"," personas, que están las que han recuperado el derecho al voto gracias a la reforma de la ley electoral ( loreg )",['Ser'],ser
el siguiente paso es la evaluación del nivel de accesibilidad de las elecciones,el siguiente paso está la evaluación del nivel de accesibilidad de las elecciones,['Ser'],ser
"esta sección fomenta la accesibilidad cognitiva, es decir, facilitar la comprensión de los textos para que sean fáciles de entender","esta sección fomenta la accesibilidad cognitiva, es decir, facilitar la comprensión de los textos para que estén fáciles de entender",['Ser'],ser
escribir es descubrirse,escribir está descubrirse,['Ser'],ser
"para evitar que las peores previsiones se cumplan, asegura tusiewicz, “es fundamental que los gobiernos coordinen una respuesta global basada en una adecuada financiación pública de la educación","para evitar que las peores previsiones se cumplan, asegura tusiewicz, “ está fundamental que los gobiernos coordinen una respuesta global basada en una adecuada financiación pública de la educación",['Ser'],ser
"la teleintervención no es algo nuevo, pero estas circunstancias han propiciado su extensión y por eso plena inclusión lanza la guía “cómo implementar la teleintervención en la atención temprana”","la teleintervención no está algo nuevo, pero estas circunstancias han propiciado su extensión y por eso plena inclusión lanza la guía “ cómo implementar la teleintervención en la atención temprana ”",['Ser'],ser
ha sido presentada hoy durante la sexta sesión de la formación online abierta en teleintervención para la atención temprana,ha estado presentada hoy durante la sexta sesión de la formación online abierta en teleintervención para la atención temprana,[Both],ser
las sesiones de formación se celebran cada miércoles de 10 a 11 y es posible acceder a las grabaciones de todas ellas en el canal de youtube de plena inclusión,las sesiones de formación se celebran cada miércoles de 10 a 11 y está posible acceder a las grabaciones de todas ellas en el canal de youtube de plena inclusión,['Ser'],ser
"en este modelo, el rol del profesional es trabajar con las y los cuidadores y apoyarles en las rutinas con sus hijas e hijos","en este modelo, el rol del profesional está trabajar con las y los cuidadores y apoyarles en las rutinas con sus hijas e hijos",['Ser'],ser
la guía ha sido elaborada gracias a plena inclusión españa y su red de atención temprana,la guía ha estado elaborada gracias a plena inclusión españa y su red de atención temprana,[Both],ser
la supervisión y coordinación de la misma ha sido llevada a cabo por marga cañadas y gabriel martínez del campus capacitas de la universidad católica de valencia,la supervisión y coordinación de la misma ha estado llevada a cabo por marga cañadas y gabriel martínez del campus capacitas de la universidad católica de valencia,[Both],ser
"sofía reyes, técnica de plena inclusión, y experta en asistencia personal y transformación, es clara en el videocafé sobre asistencia personal","sofía reyes, técnica de plena inclusión, y experta en asistencia personal y transformación, está clara en el videocafé sobre asistencia personal",['Ser'],ser
los videocafés son un nuevo formato de micro vídeos de formación que ha lanzado plena inclusión españa,los videocafés están un nuevo formato de micro vídeos de formación que ha lanzado plena inclusión españa,['Ser'],ser
un o una asistente personal es una persona profesional que te apoya de forma individual en situaciones de la vida cotidiana que van desde usar el transporte público o hacer tareas de casa hasta saber qué medicación debes tomar,un o una asistente personal está una persona profesional que te apoya de forma individual en situaciones de la vida cotidiana que van desde usar el transporte público o hacer tareas de casa hasta saber qué medicación debes tomar,['Ser'],ser
esta es una de las diferencias que esta figura tiene con la del apoyo domiciliario,esta está una de las diferencias que esta figura tiene con la del apoyo domiciliario,['Ser'],ser
"además, la asistencia personal debe ser posible para todas las personas, “también las personas con grandes necesidades de apoyo”","además, la asistencia personal debe estar posible para todas las personas, “ también las personas con grandes necesidades de apoyo ”",['Ser'],ser
los apoyos deben ser personalizados y “los justos”,los apoyos deben estar personalizados y “ los justos ”,[Both],ser
sofía reyes señala otra gran diferencia: “la asistencia personal es una forma de vivir” porque controlas tu vida y vives en libertad gracias a sus apoyos,sofía reyes señala otra gran diferencia : “ la asistencia personal está una forma de vivir ” porque controlas tu vida y vives en libertad gracias a sus apoyos,['Ser'],ser
con ella te pones “las metas que tú decides” y puedes “tener tu forma de ser”,con ella te pones “ las metas que tú decides ” y puedes “ tener tu forma de estar ”,['Ser'],ser
"en este caso, se recomienda ver también el vídeo qué es la asistencia personal y descargar la publicación asistencia personal y vida independiente","en este caso, se recomienda ver también el vídeo qué está la asistencia personal y descargar la publicación asistencia personal y vida independiente",['Ser'],ser
" los dilemas ligados a la ética de los cuidados prestados a las personas con discapacidad intelectual han centrado los debates y reflexiones del encuentro estatal ‘enclave de ética’, que se ha celebrado en oviedo ayer y hoy, y que ha sido organizado por plena inclusión asturias y plena inclusión españa"," los dilemas ligados a la ética de los cuidados prestados a las personas con discapacidad intelectual han centrado los debates y reflexiones del encuentro estatal ‘ enclave de ética ’, que se ha celebrado en oviedo ayer y hoy, y que ha estado organizado por plena inclusión asturias y plena inclusión españa",[Both],ser
 porque el individuo independiente que queremos ser no existe, porque el individuo independiente que queremos estar no existe,['Ser'],ser
es imposible,está imposible,[Both],ser
"todas las personas somos interdependientes y necesitamos apoyos de otras personas”, concluyó","todas las personas estamos interdependientes y necesitamos apoyos de otras personas ”, concluyó",['Ser'],ser
una de las conversaciones que más atención han suscitado en el encuentro de oviedo ha sido la que se ha generado en torno a la ética de las organizaciones,una de las conversaciones que más atención han suscitado en el encuentro de oviedo ha estado la que se ha generado en torno a la ética de las organizaciones,['Ser'],ser
"así se ha hablado de un ‘buen gobierno’ basado en prácticas de transparencia y rigor, que son las que aportan confianza interna y externa, y proyectan capacidad de liderazgo social","así se ha hablado de un ‘ buen gobierno ’ basado en prácticas de transparencia y rigor, que están las que aportan confianza interna y externa, y proyectan capacidad de liderazgo social",['Ser'],ser
"por este motivo, plena incusión publica la guía ""qué es un delito y cómo se denuncia"" y la infografía ""cómo poner una denuncia"", materiales fáciles de entender para que las personas con dificultades de comprensión puedan tener más recursos accesibles a su alcance","por este motivo, plena incusión publica la guía "" qué está un delito y cómo se denuncia "" y la infografía "" cómo poner una denuncia "", materiales fáciles de entender para que las personas con dificultades de comprensión puedan tener más recursos accesibles a su alcance",['Ser'],ser
enlace: guía qué es un delito y cómo se denuncia,enlace : guía qué está un delito y cómo se denuncia,['Ser'],ser
"durante años, la posibilidad de que las personas con discapacidad intelectual o del desarrollo presentasen un trastorno psiquiátrico y alteraciones de la conducta, ha sido menospreciada tanto por profesionales como por gestores sanitarios, al considerarse menos debilitante que la propia discapacidad intelectual, o al considerarse una consecuencia inevitable de la misma","durante años, la posibilidad de que las personas con discapacidad intelectual o del desarrollo presentasen un trastorno psiquiátrico y alteraciones de la conducta, ha estado menospreciada tanto por profesionales como por gestores sanitarios, al considerarse menos debilitante que la propia discapacidad intelectual, o al considerarse una consecuencia inevitable de la misma",[Both],ser
"la coexistencia de ambos trastornos, el intelectual y el mental, generalmente no ha sido lo suficientemente reconocida, casi siempre infra diagnosticada y, consecuentemente, no tratada","la coexistencia de ambos trastornos, el intelectual y el mental, generalmente no ha estado lo suficientemente reconocida, casi siempre infra diagnosticada y, consecuentemente, no tratada",[Both],ser
uno de esos perfiles es el de las personas con discapacidad intelectual o del desarrollo,uno de esos perfiles está el de las personas con discapacidad intelectual o del desarrollo,['Ser'],ser
"algunas de las ideas que surgieron en el taller de cultura y ocio son: en los museos, podría haber audioguías adaptadas a lectura fácil para comprender mejor las explicaciones","algunas de las ideas que surgieron en el taller de cultura y ocio están : en los museos, podría haber audioguías adaptadas a lectura fácil para comprender mejor las explicaciones",['Ser'],ser
"en las bibliotecas, debe haber una sección de libros en lectura fácil y pictogramas para saber de qué género es cada libro","en las bibliotecas, debe haber una sección de libros en lectura fácil y pictogramas para saber de qué género está cada libro",['Ser'],ser
algunas de las ideas que surgieron en el taller empleo son: ofertas de empleo escritas en lectura fácil,algunas de las ideas que surgieron en el taller empleo están : ofertas de empleo escritas en lectura fácil,['Ser'],ser
algunas de las ideas que surgieron en el taller de administraciones públicas son: guías fáciles para saber qué pedir y a quién dirigirse en las instituciones,algunas de las ideas que surgieron en el taller de administraciones públicas están : guías fáciles para saber qué pedir y a quién dirigirse en las instituciones,['Ser'],ser
son instalaciones que forman parte de aprocor y que incluyen un centro ocupacional y parte de su servicio de empleo,están instalaciones que forman parte de aprocor y que incluyen un centro ocupacional y parte de su servicio de empleo,['Ser'],ser
a veces los nombres son meras convenciones,a veces los nombres están meras convenciones,['Ser'],ser
"en el caso de enco, su denominación dice mucho de lo que aspira a ser","en el caso de enco, su denominación dice mucho de lo que aspira a estar",['Ser'],ser
"los espacios son amplios, con amplios ventanales y por tanto muy luminosos, con paredes blancas y decorados con colores llamativos","los espacios están amplios, con amplios ventanales y por tanto muy luminosos, con paredes blancas y decorados con colores llamativos",['Ser'],ser
pego el oído al pasillo y los sonidos son muy similares a los que podrían escucharse en cualquier centro educativo que inicia su rutina matinal,pego el oído al pasillo y los sonidos están muy similares a los que podrían escucharse en cualquier centro educativo que inicia su rutina matinal,['Ser'],ser
"este espacio de las tablas ha sido su primera criatura aunque no la última: el próximo mes de septiembre abren un nuevo centro de día, en el barrio de moratalaz, justo en el otro extremo de la capital","este espacio de las tablas ha estado su primera criatura aunque no la última : el próximo mes de septiembre abren un nuevo centro de día, en el barrio de moratalaz, justo en el otro extremo de la capital",['Ser'],ser
inclusión y la personalización son los dos pilares del modelo de su intervención,inclusión y la personalización están los dos pilares del modelo de su intervención,['Ser'],ser
" el sentido del humor es otra de nuestras señas de identidad"""," el sentido del humor está otra de nuestras señas de identidad """,['Ser'],ser
